Product Name,Category,Unit Price,Cost Price,Competitor Price,Quantity Sold,Revenue,Inventory,Season,Date
Waterproof Hiking Boots,Apparel,4366.91,2200,4518.3,8,34935.28,63.0,Winter,2025-12-14
Ergonomic Office Chair,Home Goods,10912.84,6000,10585.41,5,54564.2,95.0,Winter,2025-12-14
Ceramic Essential Oil Diffuser,Home Goods,1739.02,800,1974.4,2,3478.04,207.0,Winter,2025-12-14
UltraHD 4K Smart TV,Electronics,45966.39,32000,42963.68,9,413697.51,57.0,Winter,2025-12-15
Classic Denim Jacket,Apparel,2548.33,1200,2428.46,4,10193.32,418.0,Winter,2025-12-15
Waterproof Hiking Boots,Apparel,4698.08,2200,4529.59,12,56376.96,51.0,Winter,2025-12-15
UltraHD 4K Smart TV,Electronics,46125.13,32000,44612.71,7,322875.91,53.0,Winter,2025-12-16
Wireless Noise-Canceling Headphones,Electronics,7623.32,4500,8467.16,7,53363.24,167.0,Winter,2025-12-16
Classic Denim Jacket,Apparel,2594.83,1200,2410.95,5,12974.15,420.0,Winter,2025-12-16
Waterproof Hiking Boots,Apparel,4604.17,2200,4872.25,3,13812.51,55.0,Winter,2025-12-16
Ergonomic Office Chair,Home Goods,10961.07,6000,10398.88,8,87688.56,89.0,Winter,2025-12-16
Ceramic Essential Oil Diffuser,Home Goods,1766.67,800,1878.72,5,8833.35,208.0,Winter,2025-12-16
Classic Denim Jacket,Apparel,2583.23,1200,2407.74,4,10332.92,422.0,Winter,2025-12-17
Waterproof Hiking Boots,Apparel,4470.2,2200,4605.81,15,67053.0,44.0,Winter,2025-12-17
Ceramic Essential Oil Diffuser,Home Goods,1869.18,800,1959.27,1,1869.18,210.0,Winter,2025-12-17
UltraHD 4K Smart TV,Electronics,43802.54,32000,43470.75,8,350420.32,52.0,Winter,2025-12-18
Waterproof Hiking Boots,Apparel,4627.48,2200,4611.99,5,23137.4,47.0,Winter,2025-12-18
Ergonomic Office Chair,Home Goods,11175.46,6000,10657.96,1,11175.46,98.0,Winter,2025-12-18
UltraHD 4K Smart TV,Electronics,45552.39,32000,43512.73,5,227761.95,53.0,Winter,2025-12-19
Wireless Noise-Canceling Headphones,Electronics,7728.18,4500,7984.13,13,100466.34,163.0,Winter,2025-12-19
Waterproof Hiking Boots,Apparel,4451.9,2200,4549.69,15,66778.5,40.0,Winter,2025-12-19
Ergonomic Office Chair,Home Goods,11112.69,6000,10216.94,3,33338.07,105.0,Winter,2025-12-19
Ceramic Essential Oil Diffuser,Home Goods,1860.29,800,2024.05,8,14882.32,202.0,Winter,2025-12-19
UltraHD 4K Smart TV,Electronics,46657.84,32000,46018.21,3,139973.52,55.0,Winter,2025-12-20
Wireless Noise-Canceling Headphones,Electronics,7936.0,4500,7878.35,4,31744.0,163.0,Winter,2025-12-20
Ceramic Essential Oil Diffuser,Home Goods,1754.62,800,1980.84,5,8773.1,203.0,Winter,2025-12-20
UltraHD 4K Smart TV,Electronics,43028.49,32000,44625.91,12,516341.88,49.0,Winter,2025-12-21
Wireless Noise-Canceling Headphones,Electronics,8010.55,4500,7999.56,1,8010.55,162.0,Winter,2025-12-21
Classic Denim Jacket,Apparel,2579.33,1200,2482.64,4,10317.32,429.0,Winter,2025-12-21
Waterproof Hiking Boots,Apparel,4556.91,2200,4620.03,11,50126.01,38.0,Winter,2025-12-21
Ergonomic Office Chair,Home Goods,11407.7,6000,10717.63,3,34223.1,105.0,Winter,2025-12-21
Ceramic Essential Oil Diffuser,Home Goods,1809.5,800,1905.74,5,9047.5,202.0,Winter,2025-12-21
Wireless Noise-Canceling Headphones,Electronics,7719.4,4500,8047.92,6,46316.4,157.0,Winter,2025-12-22
Classic Denim Jacket,Apparel,2544.92,1200,2314.88,3,7634.76,428.0,Winter,2025-12-22
Waterproof Hiking Boots,Apparel,4362.05,2200,4753.21,7,30534.35,36.0,Winter,2025-12-22
Ergonomic Office Chair,Home Goods,10793.1,6000,10182.57,3,32379.3,104.0,Winter,2025-12-22
Ceramic Essential Oil Diffuser,Home Goods,1867.52,800,1995.32,4,7470.08,206.0,Winter,2025-12-22
UltraHD 4K Smart TV,Electronics,43225.16,32000,42881.25,10,432251.6,49.0,Winter,2025-12-23
Wireless Noise-Canceling Headphones,Electronics,8137.02,4500,8049.54,3,24411.06,163.0,Winter,2025-12-23
Classic Denim Jacket,Apparel,2501.15,1200,2326.52,3,7503.45,433.0,Winter,2025-12-23
Waterproof Hiking Boots,Apparel,4562.06,2200,4882.43,4,18248.24,42.0,Winter,2025-12-23
Ergonomic Office Chair,Home Goods,10920.24,6000,10357.44,1,10920.24,109.0,Winter,2025-12-23
UltraHD 4K Smart TV,Electronics,46454.73,32000,44700.04,5,232273.65,50.0,Winter,2025-12-24
Wireless Noise-Canceling Headphones,Electronics,8254.7,4500,7898.33,1,8254.7,172.0,Winter,2025-12-24
Waterproof Hiking Boots,Apparel,4369.64,2200,4799.78,4,17478.56,47.0,Winter,2025-12-24
Ceramic Essential Oil Diffuser,Home Goods,1732.67,800,2024.75,4,6930.68,213.0,Winter,2025-12-24
UltraHD 4K Smart TV,Electronics,46753.09,32000,46080.38,1,46753.09,50.0,Winter,2025-12-25
Wireless Noise-Canceling Headphones,Electronics,7943.25,4500,8053.01,13,103262.25,168.0,Winter,2025-12-25
Classic Denim Jacket,Apparel,2433.33,1200,2424.06,9,21899.97,429.0,Winter,2025-12-25
Waterproof Hiking Boots,Apparel,4301.97,2200,4561.25,10,43019.7,45.0,Winter,2025-12-25
Ceramic Essential Oil Diffuser,Home Goods,1842.15,800,1925.25,10,18421.5,204.0,Winter,2025-12-25
UltraHD 4K Smart TV,Electronics,43318.74,32000,42819.12,12,519824.88,39.0,Winter,2025-12-26
Classic Denim Jacket,Apparel,2569.36,1200,2433.19,4,10277.44,432.0,Winter,2025-12-26
Waterproof Hiking Boots,Apparel,4560.04,2200,4814.88,3,13680.12,53.0,Winter,2025-12-26
Ergonomic Office Chair,Home Goods,10632.49,6000,10100.73,5,53162.45,113.0,Winter,2025-12-26
Ceramic Essential Oil Diffuser,Home Goods,1861.17,800,1891.89,2,3722.34,211.0,Winter,2025-12-26
UltraHD 4K Smart TV,Electronics,43394.77,32000,45264.4,6,260368.62,38.0,Winter,2025-12-27
Wireless Noise-Canceling Headphones,Electronics,8158.27,4500,8462.57,13,106057.51,155.0,Winter,2025-12-27
Waterproof Hiking Boots,Apparel,4536.54,2200,4607.37,8,36292.32,48.0,Winter,2025-12-27
Ergonomic Office Chair,Home Goods,10590.55,6000,10451.59,6,63543.3,118.0,Winter,2025-12-27
Ceramic Essential Oil Diffuser,Home Goods,1829.71,800,1958.83,8,14637.68,214.0,Winter,2025-12-27
Wireless Noise-Canceling Headphones,Electronics,7999.18,4500,8080.78,6,47995.08,155.0,Winter,2025-12-28
Ergonomic Office Chair,Home Goods,10450.03,6000,10678.2,1,10450.03,128.0,Winter,2025-12-28
Ceramic Essential Oil Diffuser,Home Goods,1712.32,800,1956.29,10,17123.2,214.0,Winter,2025-12-28
Classic Denim Jacket,Apparel,2578.06,1200,2377.74,2,5156.12,434.0,Winter,2025-12-29
Waterproof Hiking Boots,Apparel,4383.13,2200,4547.71,7,30681.91,52.0,Winter,2025-12-29
Ergonomic Office Chair,Home Goods,10644.59,6000,10909.36,8,85156.72,130.0,Winter,2025-12-29
Ceramic Essential Oil Diffuser,Home Goods,1867.25,800,2027.31,3,5601.75,211.0,Winter,2025-12-29
UltraHD 4K Smart TV,Electronics,44894.08,32000,43853.16,3,134682.24,38.0,Winter,2025-12-30
Wireless Noise-Canceling Headphones,Electronics,7852.19,4500,7959.39,4,31408.76,162.0,Winter,2025-12-30
Classic Denim Jacket,Apparel,2519.62,1200,2437.14,4,10078.48,438.0,Winter,2025-12-30
Ergonomic Office Chair,Home Goods,11544.15,6000,10157.7,7,80809.05,128.0,Winter,2025-12-30
Ceramic Essential Oil Diffuser,Home Goods,1798.57,800,1996.26,3,5395.71,215.0,Winter,2025-12-30
UltraHD 4K Smart TV,Electronics,47085.66,32000,43104.64,9,423770.94,39.0,Winter,2025-12-31
Wireless Noise-Canceling Headphones,Electronics,8217.21,4500,8299.65,10,82172.1,154.0,Winter,2025-12-31
Classic Denim Jacket,Apparel,2511.09,1200,2348.88,5,12555.45,434.0,Winter,2025-12-31
Waterproof Hiking Boots,Apparel,4585.19,2200,4606.87,10,45851.9,42.0,Winter,2025-12-31
Ergonomic Office Chair,Home Goods,11437.73,6000,10760.34,4,45750.92,129.0,Winter,2025-12-31
UltraHD 4K Smart TV,Electronics,46834.81,32000,46267.77,8,374678.48,42.0,Winter,2026-01-01
Wireless Noise-Canceling Headphones,Electronics,8329.07,4500,7885.73,10,83290.7,152.0,Winter,2026-01-01
Ergonomic Office Chair,Home Goods,11513.2,6000,10607.62,1,11513.2,134.0,Winter,2026-01-01
Ceramic Essential Oil Diffuser,Home Goods,1784.21,800,2017.82,8,14273.68,213.0,Winter,2026-01-01
UltraHD 4K Smart TV,Electronics,45358.79,32000,43950.42,12,544305.48,35.0,Winter,2026-01-02
Wireless Noise-Canceling Headphones,Electronics,7661.38,4500,7980.93,4,30645.52,159.0,Winter,2026-01-02
Waterproof Hiking Boots,Apparel,4434.63,2200,4662.66,14,62084.82,36.0,Winter,2026-01-02
Ergonomic Office Chair,Home Goods,10876.0,6000,10634.14,6,65256.0,131.0,Winter,2026-01-02
Ceramic Essential Oil Diffuser,Home Goods,1791.97,800,1936.73,8,14335.76,210.0,Winter,2026-01-02
UltraHD 4K Smart TV,Electronics,43639.38,32000,43362.64,12,523672.56,29.0,Winter,2026-01-03
Wireless Noise-Canceling Headphones,Electronics,7688.97,4500,8441.52,2,15377.94,157.0,Winter,2026-01-03
Classic Denim Jacket,Apparel,2543.91,1200,2311.31,3,7631.73,441.0,Winter,2026-01-03
Waterproof Hiking Boots,Apparel,4371.71,2200,4527.78,3,13115.13,41.0,Winter,2026-01-03
Ergonomic Office Chair,Home Goods,10578.13,6000,10293.58,4,42312.52,128.0,Winter,2026-01-03
Ceramic Essential Oil Diffuser,Home Goods,1832.11,800,1964.47,10,18321.1,201.0,Winter,2026-01-03
UltraHD 4K Smart TV,Electronics,46704.46,32000,44707.73,5,233522.3,28.0,Winter,2026-01-04
Wireless Noise-Canceling Headphones,Electronics,8351.65,4500,8367.37,10,83516.5,155.0,Winter,2026-01-04
Waterproof Hiking Boots,Apparel,4489.58,2200,4748.92,7,31427.06,35.0,Winter,2026-01-04
Ergonomic Office Chair,Home Goods,10664.72,6000,10649.93,7,74653.04,130.0,Winter,2026-01-04
Ceramic Essential Oil Diffuser,Home Goods,1839.97,800,1878.28,6,11039.82,197.0,Winter,2026-01-04
UltraHD 4K Smart TV,Electronics,45362.9,32000,46051.94,13,589717.7,24.0,Winter,2026-01-05
Wireless Noise-Canceling Headphones,Electronics,8247.74,4500,8495.55,10,82477.4,153.0,Winter,2026-01-05
Waterproof Hiking Boots,Apparel,4377.01,2200,4725.15,9,39393.09,27.0,Winter,2026-01-05
Ergonomic Office Chair,Home Goods,10869.05,6000,10125.83,3,32607.15,133.0,Winter,2026-01-05
UltraHD 4K Smart TV,Electronics,43723.5,32000,44295.58,6,262341.0,28.0,Winter,2026-01-06
Wireless Noise-Canceling Headphones,Electronics,7882.48,4500,8396.66,9,70942.32,145.0,Winter,2026-01-06
Waterproof Hiking Boots,Apparel,4627.98,2200,4737.06,12,55535.76,,Winter,2026-01-06
Ceramic Essential Oil Diffuser,Home Goods,1818.92,800,1906.4,7,12732.44,190.0,Winter,2026-01-06
UltraHD 4K Smart TV,Electronics,43581.77,32000,42932.13,10,435817.7,22.0,Winter,2026-01-07
Classic Denim Jacket,Apparel,2431.69,1200,2431.97,7,17021.83,444.0,Winter,2026-01-07
Waterproof Hiking Boots,Apparel,4358.01,2200,4588.06,5,21790.05,,Winter,2026-01-07
Ergonomic Office Chair,Home Goods,11390.29,6000,10880.03,3,34170.87,137.0,Winter,2026-01-07
Ceramic Essential Oil Diffuser,Home Goods,1744.95,800,1946.01,4,6979.8,190.0,Winter,2026-01-07
UltraHD 4K Smart TV,Electronics,45239.81,32000,44572.8,4,180959.24,26.0,Winter,2026-01-08
Wireless Noise-Canceling Headphones,Electronics,8367.83,4500,7903.94,9,75310.47,141.0,Winter,2026-01-08
Ergonomic Office Chair,Home Goods,10946.31,6000,10357.53,7,76624.17,137.0,Winter,2026-01-08
Ceramic Essential Oil Diffuser,Home Goods,1878.65,800,,10,18786.5,183.0,Winter,2026-01-08
UltraHD 4K Smart TV,Electronics,47202.77,32000,45156.16,12,566433.24,15.0,Winter,2026-01-09
Classic Denim Jacket,Apparel,2446.48,1200,2433.1,9,22018.32,446.0,Winter,2026-01-09
Waterproof Hiking Boots,Apparel,4459.85,2200,4696.11,14,62437.9,14.0,Winter,2026-01-09
Ergonomic Office Chair,Home Goods,10474.44,6000,10910.37,3,31423.32,143.0,Winter,2026-01-09
Ceramic Essential Oil Diffuser,Home Goods,1841.16,800,1921.2,5,9205.8,186.0,Winter,2026-01-09
UltraHD 4K Smart TV,Electronics,45528.88,32000,43459.71,9,409759.92,7.0,Winter,2026-01-10
Wireless Noise-Canceling Headphones,Electronics,8225.31,4500,8158.71,12,98703.72,135.0,Winter,2026-01-10
Ergonomic Office Chair,Home Goods,11411.74,6000,10777.72,7,79882.18,144.0,Winter,2026-01-10
Ceramic Essential Oil Diffuser,Home Goods,1843.14,800,1967.52,9,16588.26,182.0,Winter,2026-01-10
UltraHD 4K Smart TV,Electronics,46397.11,32000,43690.64,1,46397.11,8.0,Winter,2026-01-11
Wireless Noise-Canceling Headphones,Electronics,7654.38,4500,7990.88,7,53580.66,137.0,Winter,2026-01-11
Waterproof Hiking Boots,Apparel,4481.84,2200,4766.09,12,53782.08,,Winter,2026-01-11
Ceramic Essential Oil Diffuser,Home Goods,1831.58,800,1933.78,9,16484.22,184.0,Winter,2026-01-11
Wireless Noise-Canceling Headphones,Electronics,7947.24,4500,7955.69,13,103314.12,124.0,Winter,2026-01-12
Classic Denim Jacket,Apparel,2450.71,1200,2444.33,7,17154.97,449.0,Winter,2026-01-12
Waterproof Hiking Boots,Apparel,4384.71,2200,4758.62,13,57001.23,6.0,Winter,2026-01-12
Ergonomic Office Chair,Home Goods,10697.06,6000,10138.09,7,74879.42,139.0,Winter,2026-01-12
Ceramic Essential Oil Diffuser,Home Goods,1850.44,800,1959.97,7,12953.08,187.0,Winter,2026-01-12
UltraHD 4K Smart TV,Electronics,45303.26,32000,45554.63,11,498335.86,5.0,Winter,2026-01-13
Wireless Noise-Canceling Headphones,Electronics,7809.07,4500,8146.93,1,7809.07,134.0,Winter,2026-01-13
Classic Denim Jacket,Apparel,2447.05,1200,2305.24,5,12235.25,454.0,Winter,2026-01-13
Waterproof Hiking Boots,Apparel,4605.57,2200,4521.0,3,13816.71,10.0,Winter,2026-01-13
Ergonomic Office Chair,Home Goods,11081.24,6000,10131.16,3,33243.72,137.0,Winter,2026-01-13
UltraHD 4K Smart TV,Electronics,43314.19,32000,43622.86,1,43314.19,7.0,Winter,2026-01-14
Wireless Noise-Canceling Headphones,Electronics,7995.62,4500,7951.83,3,23986.86,139.0,Winter,2026-01-14
Classic Denim Jacket,Apparel,2531.74,1200,2459.21,9,22785.66,450.0,Winter,2026-01-14
Ergonomic Office Chair,Home Goods,10648.86,6000,10305.79,8,85190.88,135.0,Winter,2026-01-14
Ceramic Essential Oil Diffuser,Home Goods,1788.48,800,,6,10730.88,190.0,Winter,2026-01-14
UltraHD 4K Smart TV,Electronics,46491.93,32000,43351.28,11,511411.23,5.0,Winter,2026-01-15
Wireless Noise-Canceling Headphones,Electronics,7611.69,4500,8108.41,6,45670.14,140.0,Winter,2026-01-15
Classic Denim Jacket,Apparel,2574.66,1200,2483.09,3,7723.98,455.0,Winter,2026-01-15
Ergonomic Office Chair,Home Goods,11071.05,6000,10636.94,2,22142.1,136.0,Winter,2026-01-15
Wireless Noise-Canceling Headphones,Electronics,8303.8,4500,7904.29,12,99645.6,132.0,Winter,2026-01-16
Classic Denim Jacket,Apparel,2600.81,1200,2308.73,3,7802.43,459.0,Winter,2026-01-16
Waterproof Hiking Boots,Apparel,4435.46,2200,4854.81,16,70967.36,5.0,Winter,2026-01-16
Ergonomic Office Chair,Home Goods,11198.53,6000,10862.63,7,78389.71,136.0,Winter,2026-01-16
UltraHD 4K Smart TV,Electronics,44486.73,32000,44051.25,7,311407.11,5.0,Winter,2026-01-17
Wireless Noise-Canceling Headphones,Electronics,7721.51,4500,8087.53,10,77215.1,122.0,Winter,2026-01-17
Classic Denim Jacket,Apparel,2616.3,1200,2386.21,6,15697.8,458.0,Winter,2026-01-17
Waterproof Hiking Boots,Apparel,4341.25,2200,4589.67,7,30388.75,5.0,Winter,2026-01-17
Ergonomic Office Chair,Home Goods,10895.86,6000,10306.1,7,76271.02,137.0,Winter,2026-01-17
Ceramic Essential Oil Diffuser,Home Goods,1845.23,800,2011.93,8,14761.84,182.0,Winter,2026-01-17
UltraHD 4K Smart TV,Electronics,45637.06,32000,42811.03,1,45637.06,12.0,Winter,2026-01-18
Classic Denim Jacket,Apparel,2578.1,1200,2319.82,3,7734.3,457.0,Winter,2026-01-18
Ergonomic Office Chair,Home Goods,11394.57,6000,10800.07,2,22789.14,138.0,Winter,2026-01-18
Ceramic Essential Oil Diffuser,Home Goods,1834.26,800,2019.42,10,18342.6,178.0,Winter,2026-01-18
UltraHD 4K Smart TV,Electronics,45655.76,32000,,4,182623.04,9.0,Winter,2026-01-19
Wireless Noise-Canceling Headphones,Electronics,7741.7,4500,7875.37,4,30966.8,127.0,Winter,2026-01-19
Classic Denim Jacket,Apparel,2545.66,1200,2349.24,7,17819.62,452.0,Winter,2026-01-19
Ergonomic Office Chair,Home Goods,11394.36,6000,10190.62,1,11394.36,144.0,Winter,2026-01-19
Ceramic Essential Oil Diffuser,Home Goods,1755.42,800,2008.19,7,12287.94,178.0,Winter,2026-01-19
Classic Denim Jacket,Apparel,2397.04,1200,2341.35,5,11985.2,447.0,Winter,2026-01-20
Waterproof Hiking Boots,Apparel,4599.17,2200,4704.18,2,9198.34,5.0,Winter,2026-01-20
Classic Denim Jacket,Apparel,2492.2,1200,2439.48,1,2492.2,457.0,Winter,2026-01-21
Ergonomic Office Chair,Home Goods,10898.56,6000,10824.56,6,65391.36,148.0,Winter,2026-01-21
Ceramic Essential Oil Diffuser,Home Goods,1823.65,800,1914.21,3,5470.95,183.0,Winter,2026-01-21
UltraHD 4K Smart TV,Electronics,47149.15,32000,44794.16,5,235745.75,5.0,Winter,2026-01-22
Wireless Noise-Canceling Headphones,Electronics,7644.93,4500,8039.7,14,107029.02,114.0,Winter,2026-01-22
Classic Denim Jacket,Apparel,2490.65,1200,2310.39,8,19925.2,454.0,Winter,2026-01-22
Waterproof Hiking Boots,Apparel,4453.54,2200,4690.23,9,40081.86,5.0,Winter,2026-01-22
Ergonomic Office Chair,Home Goods,10906.66,6000,10434.64,5,54533.3,148.0,Winter,2026-01-22
Ceramic Essential Oil Diffuser,Home Goods,1857.65,800,1973.2,1,1857.65,192.0,Winter,2026-01-22
UltraHD 4K Smart TV,Electronics,43904.91,32000,45397.53,7,307334.37,5.0,Winter,2026-01-23
Wireless Noise-Canceling Headphones,Electronics,8076.84,4500,8525.2,8,64614.72,110.0,Winter,2026-01-23
Waterproof Hiking Boots,Apparel,4299.63,2200,4588.8,9,38696.67,5.0,Winter,2026-01-23
Ergonomic Office Chair,Home Goods,10450.25,6000,10848.6,6,62701.5,147.0,Winter,2026-01-23
Ergonomic Office Chair,Home Goods,11226.12,6000,10338.47,2,22452.24,155.0,Winter,2026-01-24
Ceramic Essential Oil Diffuser,Home Goods,1821.84,800,1984.12,10,18218.4,188.0,Winter,2026-01-24
UltraHD 4K Smart TV,Electronics,47224.49,32000,43548.51,9,425020.41,5.0,Winter,2026-01-25
Wireless Noise-Canceling Headphones,Electronics,7631.17,4500,,3,22893.51,112.0,Winter,2026-01-25
Classic Denim Jacket,Apparel,2486.05,1200,2433.71,1,2486.05,454.0,Winter,2026-01-25
Ergonomic Office Chair,Home Goods,11305.85,6000,10467.02,3,33917.55,158.0,Winter,2026-01-25
Ceramic Essential Oil Diffuser,Home Goods,1887.64,800,1989.71,6,11325.84,191.0,Winter,2026-01-25
UltraHD 4K Smart TV,Electronics,47214.61,32000,45772.81,7,330502.27,7.0,Winter,2026-01-26
Wireless Noise-Canceling Headphones,Electronics,7605.59,4500,8136.68,5,38027.95,114.0,Winter,2026-01-26
Waterproof Hiking Boots,Apparel,4647.39,2200,4512.22,2,9294.78,8.0,Winter,2026-01-26
Ergonomic Office Chair,Home Goods,10706.92,6000,10137.28,3,32120.76,160.0,Winter,2026-01-26
Ceramic Essential Oil Diffuser,Home Goods,1762.44,800,,7,12337.08,194.0,Winter,2026-01-26
Wireless Noise-Canceling Headphones,Electronics,7864.12,4500,7942.06,3,23592.36,117.0,Winter,2026-01-27
Waterproof Hiking Boots,Apparel,4578.31,2200,4829.46,14,64096.34,5.0,Winter,2026-01-27
Ceramic Essential Oil Diffuser,Home Goods,1768.73,800,1875.24,2,3537.46,192.0,Winter,2026-01-27
Wireless Noise-Canceling Headphones,Electronics,7662.29,4500,8498.77,8,61298.32,113.0,Winter,2026-01-28
Classic Denim Jacket,Apparel,2485.02,1200,2396.71,1,2485.02,456.0,Winter,2026-01-28
Wireless Noise-Canceling Headphones,Electronics,7827.35,4500,8061.56,6,46964.1,113.0,Winter,2026-01-29
Classic Denim Jacket,Apparel,2550.23,1200,2341.3,1,2550.23,459.0,Winter,2026-01-29
Ergonomic Office Chair,Home Goods,10902.32,6000,10637.22,5,54511.6,164.0,Winter,2026-01-29
Ceramic Essential Oil Diffuser,Home Goods,1777.93,800,1936.51,8,14223.44,190.0,Winter,2026-01-29
UltraHD 4K Smart TV,Electronics,47050.42,32000,46114.93,1,47050.42,9.0,Winter,2026-01-30
Wireless Noise-Canceling Headphones,Electronics,7913.77,4500,8493.74,3,23741.31,,Winter,2026-01-30
Waterproof Hiking Boots,Apparel,4554.11,2200,4691.63,5,22770.55,5.0,Winter,2026-01-30
Ergonomic Office Chair,Home Goods,10610.62,6000,10867.97,7,74274.34,163.0,Winter,2026-01-30
UltraHD 4K Smart TV,Electronics,46387.21,32000,42965.77,1,46387.21,11.0,Winter,2026-01-31
Wireless Noise-Canceling Headphones,Electronics,7884.77,4500,7969.42,3,23654.31,116.0,Winter,2026-01-31
Classic Denim Jacket,Apparel,2435.46,1200,2385.79,3,7306.38,465.0,Winter,2026-01-31
Waterproof Hiking Boots,Apparel,4694.83,2200,4732.53,2,9389.66,13.0,Winter,2026-01-31
Ceramic Essential Oil Diffuser,Home Goods,1729.78,800,2009.85,11,19027.58,185.0,Winter,2026-01-31
UltraHD 4K Smart TV,Electronics,43075.25,32000,44769.8,13,559978.25,5.0,Winter,2026-02-01
Wireless Noise-Canceling Headphones,Electronics,7669.66,4500,8004.61,12,92035.92,111.0,Winter,2026-02-01
Classic Denim Jacket,Apparel,2510.99,1200,2348.47,8,20087.92,458.0,Winter,2026-02-01
Waterproof Hiking Boots,Apparel,4385.5,2200,4817.43,7,30698.5,6.0,Winter,2026-02-01
Ergonomic Office Chair,Home Goods,11077.45,6000,10568.51,5,55387.25,162.0,Winter,2026-02-01
Ceramic Essential Oil Diffuser,Home Goods,1760.83,800,1884.63,1,1760.83,185.0,Winter,2026-02-01
Wireless Noise-Canceling Headphones,Electronics,8079.5,4500,8004.03,1,8079.5,113.0,Winter,2026-02-02
Ergonomic Office Chair,Home Goods,11418.98,6000,10121.67,4,45675.92,164.0,Winter,2026-02-02
Wireless Noise-Canceling Headphones,Electronics,7873.71,4500,8502.78,3,23621.13,114.0,Winter,2026-02-03
Classic Denim Jacket,Apparel,2604.31,1200,2410.28,1,2604.31,468.0,Winter,2026-02-03
Ergonomic Office Chair,Home Goods,10927.06,6000,10792.72,3,32781.18,168.0,Winter,2026-02-03
Wireless Noise-Canceling Headphones,Electronics,8193.3,4500,8400.14,9,73739.7,105.0,Winter,2026-02-04
Classic Denim Jacket,Apparel,2475.47,1200,2433.36,8,19803.76,466.0,Winter,2026-02-04
Waterproof Hiking Boots,Apparel,4560.63,2200,4582.09,15,68409.45,5.0,Winter,2026-02-04
Ergonomic Office Chair,Home Goods,11106.08,6000,10487.14,8,88848.64,163.0,Winter,2026-02-04
Ceramic Essential Oil Diffuser,Home Goods,1884.11,800,1983.56,2,3768.22,194.0,Winter,2026-02-04
UltraHD 4K Smart TV,Electronics,46790.8,32000,44589.18,10,467908.0,5.0,Winter,2026-02-05
Wireless Noise-Canceling Headphones,Electronics,8008.78,4500,8153.27,12,96105.36,94.0,Winter,2026-02-05
Classic Denim Jacket,Apparel,2464.49,1200,2368.06,1,2464.49,476.0,Winter,2026-02-05
UltraHD 4K Smart TV,Electronics,45903.9,32000,45765.76,4,183615.6,5.0,Winter,2026-02-06
Classic Denim Jacket,Apparel,2499.31,1200,2338.26,2,4998.62,485.0,Winter,2026-02-06
Ergonomic Office Chair,Home Goods,10808.41,6000,10241.06,3,32425.23,165.0,Winter,2026-02-06
Ceramic Essential Oil Diffuser,Home Goods,1863.25,800,1885.15,7,13042.75,197.0,Winter,2026-02-06
UltraHD 4K Smart TV,Electronics,43983.54,32000,45666.52,7,307884.78,5.0,Winter,2026-02-07
Classic Denim Jacket,Apparel,2410.14,1200,2359.0,5,12050.7,487.0,Winter,2026-02-07
Waterproof Hiking Boots,Apparel,4526.89,2200,4834.58,14,63376.46,5.0,Winter,2026-02-07
Ergonomic Office Chair,Home Goods,10741.59,6000,10664.8,6,64449.54,170.0,Winter,2026-02-07
Ceramic Essential Oil Diffuser,Home Goods,1805.8,800,2000.18,1,1805.8,196.0,Winter,2026-02-07
Classic Denim Jacket,Apparel,2389.33,1200,2337.52,2,4778.66,494.0,Winter,2026-02-08
Ceramic Essential Oil Diffuser,Home Goods,1732.34,800,,2,3464.68,199.0,Winter,2026-02-08
UltraHD 4K Smart TV,Electronics,45750.09,32000,44939.23,12,549001.08,5.0,Winter,2026-02-09
Wireless Noise-Canceling Headphones,Electronics,7867.55,4500,8212.67,7,55072.85,90.0,Winter,2026-02-09
Classic Denim Jacket,Apparel,2568.6,1200,2378.03,5,12843.0,490.0,Winter,2026-02-09
Waterproof Hiking Boots,Apparel,4526.18,2200,4642.47,12,54314.16,5.0,Winter,2026-02-09
Ceramic Essential Oil Diffuser,Home Goods,1769.02,800,,7,12383.14,203.0,Winter,2026-02-09
UltraHD 4K Smart TV,Electronics,46584.96,32000,42865.72,7,326094.72,5.0,Winter,2026-02-10
Wireless Noise-Canceling Headphones,Electronics,7650.49,4500,8084.94,12,91805.88,85.0,Winter,2026-02-10
Classic Denim Jacket,Apparel,2419.9,1200,2358.02,7,16939.3,490.0,Winter,2026-02-10
Waterproof Hiking Boots,Apparel,4627.35,2200,4794.06,7,32391.45,9.0,Winter,2026-02-10
Ergonomic Office Chair,Home Goods,10664.45,6000,10504.13,4,42657.8,175.0,Winter,2026-02-10
Ceramic Essential Oil Diffuser,Home Goods,1813.83,800,1890.6,2,3627.66,209.0,Winter,2026-02-10
UltraHD 4K Smart TV,Electronics,46503.74,32000,43139.98,9,418533.66,5.0,Winter,2026-02-11
Classic Denim Jacket,Apparel,2400.14,1200,2379.51,4,9600.56,488.0,Winter,2026-02-11
Ergonomic Office Chair,Home Goods,11169.17,6000,10374.17,7,78184.19,179.0,Winter,2026-02-11
Ceramic Essential Oil Diffuser,Home Goods,1782.76,800,2026.95,2,3565.52,216.0,Winter,2026-02-11
UltraHD 4K Smart TV,Electronics,45074.82,32000,43733.18,12,540897.84,5.0,Winter,2026-02-12
